$ XILUODU,segment222的宽度是根据深泓线数据确定的,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,牛栏江,,,,,,,,,,,,,,,美姑河,,,,,,,,,,,,,,,,,,西苏角河,,,,,,,,,,,,,,,,,,,,,,,,
SEG: I,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255,256,257,258,259,260,261,262,263,264,265,266,267,268,,,,,,,,,,,,,
2,0,253.4,105.7,209.9,157.7,135.1,147.6,162.1,153.9,157.8,142,145,170,189.8,224.6,213,158.5,228.3,197.8,221.8,254.8,208.8,200.4,218.6,184,153.4,161.7,239.3,247.2,266,308.4,209.3,300.3,316.1,384.7,313,308.9,347.9,327.3,304.2,397.6,272.9,257.3,304,483.3,541.4,390.4,510.5,388,438.6,423.1,434.5,404.9,375.2,373.1,339.4,420.9,329.6,286.7,356.3,390,479.9,366.4,295.8,274.2,334.6,626.1,555.8,393.6,340.2,341.8,445.4,602.7,424.7,288.9,464.3,345.9,453.6,425,530,392.9,556.3,431.8,551.7,489.7,727.3,678.7,511.9,451.5,451.2,571.4,384.9,649.6,731.4,596.7,572.9,627.2,612,442.7,572.2,468.4,355.1,559.9,620.2,452.2,571.7,653.8,937.2,953.6,885.3,902.5,771.4,673.2,1032.6,673.3,755.9,856.7,774.1,629.8,615.6,866.2,772.4,647.1,575.8,505.6,571.4,533.4,696.2,954.9,442.9,476,542.7,571.4,704.3,481.5,656.6,585.1,982,719.1,951.3,832.2,660.5,671.2,670.5,574.3,588.8,543.6,641.1,619.8,712.6,579.7,610.1,636,667.4,688,712.6,749.2,624.6,855.1,1224.1,1224.3,755.2,529.1,611.7,1134.3,1271.2,965.5,854.5,732.7,738.9,775,775.2,735.4,608.9,1182.6,914.6,1103.7,801.4,731.5,580.5,676.7,642.9,809.3,864.2,771.6,739.9,884.2,753.7,650.9,1039.7,939.3,612.4,767.4,1211.8,1331.8,1366.3,1463.5,1140.2,874.1,555.1,700.1,702.3,654.8,780.7,1125,777.3,1135.6,840.5,760.4,860.6,941.2,859.3,753,567.7,815.6,882.8,1029.9,863.1,645.8,718.3,599.4,485.01,0,0,153.4,124.4,114,195.8,209.1,234.9,226.8,204.9,248.2,265.8,250.4,148.7,280.7,0,0,37,80.8,247.3,168.6,234.9,270.6,223.1,355.9,284.6,359.9,387.3,485.5,424.8,420.1,332.8,407.1,0,0,0,107.6,155.1,204.8,187.8,273,290.1,422.8,349.9,569.2,0,,,,,,,6,,246668090,,592,,
2,0,243.4,105.3,187.5,157.6,130,145.7,157.9,133.4,152.6,140.2,140.8,170,182.1,224.6,208.7,158.5,223.6,197.8,207.8,246.4,206.6,186.5,218.6,182.1,149.5,155.9,234,239.7,266,297.6,197.6,297.3,316.1,365,299.7,305.1,343.7,325,297.3,382.1,266.8,253.4,291.5,480.5,532.8,380.7,501,379.8,428.7,415.8,426.6,396.5,371.6,366.4,335,397.2,325.5,286.2,345.8,380.8,467.1,360.6,292.9,265.5,319.2,617,543,385.5,335.8,332.6,430.4,594.7,416.8,279.5,454.7,338.4,443.9,420.6,526.1,392.7,553.3,420.1,538,445.9,720.2,662.8,498.5,446.5,450.3,570.6,384.6,640.7,726.6,585.4,563.7,623.1,606.6,420.9,567.6,459.2,355.1,553.9,618.9,448.9,566.7,653.8,924.6,938.4,862.9,886.3,765.6,671.5,1027,658.8,744.2,848.9,769.3,607.5,608.8,852.1,770.2,642.3,574.3,502.7,561.4,523.4,694.4,950.7,438.4,471.7,542.7,560.8,688.9,481.5,649.5,580.6,973.3,712.4,944.5,827.8,660.5,671.2,670.5,572.5,580,534.3,638.8,619.8,706.2,579.7,605.1,632.1,664.9,686.1,697.9,745.1,617.3,846.1,1216,1224.3,684.8,529.1,588,1130.7,1271.2,953.5,848.1,732.7,734.9,775,770.5,731,599.1,1170,900.6,1098.1,792.6,725.1,570.3,670.4,638.6,794.3,860.2,763.2,737.4,875.7,744.7,642,1025.1,932.8,608.1,757.3,1174.3,1225.6,1354.5,1450.5,1134.9,869.5,547.9,695.5,697.1,654.8,780.7,1114.2,763.6,1129.1,840.5,754.8,852.3,937.7,855.1,740.6,560.8,810.2,873.8,1025.5,833.6,637.5,709,595.2,485.01,0,0,149.6,123.8,113.9,194.4,201.3,226.1,210,199.6,237.6,261.9,240.1,145.1,274.7,0,0,34.8,80.8,239,160.4,228.1,260.2,214.6,346.7,280.1,346.1,382.2,477.1,418.8,410.1,324.2,402.3,0,0,0,105.9,147.1,201.2,187.8,272.3,285.3,422.8,344,564.3,0,,,,,,,7,,243129274,,590,,
2,0,229.3,105.3,151.9,153.5,126.8,136.9,157.9,133.4,147.1,140.2,139.6,160.6,177.5,199,199.5,158.5,215.9,184,200,231.5,204.7,180.8,218.6,180.7,143.7,149.8,225.5,229.9,259.3,280.5,189.8,297.3,297.9,345.3,293.2,297.6,312,321.3,292.5,377.7,265.2,251.5,291.5,474.7,520.1,376.2,497.6,365.3,420.5,415.8,413.8,391.1,359.9,364.8,331.7,387.3,319.9,285.5,335.9,377.7,446.7,360,291.1,260.8,304.4,617,536.8,382.4,333.3,328,424.3,587,415.6,272.1,452.3,329,434.3,417.2,526,388.3,538.4,391.5,531,445.9,713.2,657.3,482.3,437.3,441,558.1,384.6,638.7,721.5,581.3,563.7,621.3,604.2,416.1,567.6,446.8,337.7,552,613.9,445.4,562.8,642,919.1,926.3,853.2,883.1,762.1,636.9,1023.4,648.3,736.3,839.3,762,594.4,596.1,846.2,764.4,634.3,574.3,496.9,554.9,523.4,683.4,946.2,429.1,464.4,529.8,560.8,677.5,474.7,649.5,580.6,967.5,712.4,944.5,815.6,644.7,657.5,654.1,563.9,579.3,534.3,626.2,607.8,700,569.9,599.2,629.9,661.3,678.9,697.9,734.2,617.3,843.2,1207.1,1215.1,678,521.1,570.4,1123.1,1261.6,947.4,845.9,725.8,729.2,766.2,764.7,726.4,595.9,1148.6,894.5,1091.1,788.9,719.3,570.3,670.4,631.2,783.4,848.4,763.2,733.8,867.6,742.5,642,1019.7,925.8,604.4,757.3,1174.3,1214.1,1348.3,1435,1124.8,869.5,540.9,691.4,697.1,638.5,777,1102.7,742.5,1125.2,840.5,751.2,852.3,931.3,848.1,740.6,560.8,797.6,873.8,1015.2,828.8,626.7,705.8,595.2,485.01,0,0,146,116.3,110.1,178.6,198.9,223,204.6,195.5,226.2,257.1,240.1,145.1,260.4,0,0,0,73.1,233.5,158,226.4,254.7,214.6,344.1,279.1,346.1,372.1,467.8,414.4,410.1,324.2,402.3,0,0,0,97.3,145.9,198.3,183.3,268.6,276.9,412.1,339.3,560.9,0,,,,,,,8,,240096318,,588,,
2,0,215.6,105.3,143.8,151.1,126.8,136.9,146,126.4,146,139.8,138.8,160.6,169.3,193.2,187.1,147.1,207.3,184,200,226.1,202.3,172.6,216.2,180.7,143.7,143.9,219.5,229.9,259.1,276.3,189.8,284.5,297.9,324.3,290.5,297.6,312,318.2,287.3,370,261.8,248.5,286.8,474.7,510.7,370.8,488.6,362.7,406.4,408.2,409,386.1,351.3,346.9,320.1,386.9,316.5,285.5,335.9,371.1,414.4,357.1,289.6,249.3,294.6,609.9,521,379.5,330.7,320.8,410.3,558.3,404.8,269.2,445.1,324.2,434.3,410.4,526,388.3,537,386.4,527.6,438.4,707.4,646.2,482.3,433.7,433.1,546.8,384.6,626.3,716.4,570.9,563.7,621.3,596.2,414.8,563.9,436.8,331.4,542.3,608,432.9,557,636.2,907.3,920,833.9,873.6,748.7,633.4,1010,646.7,729.2,827.5,745.7,569.1,596.1,831.7,764.4,620,568.9,487.5,543.9,511.8,683.4,942.5,422.5,460.8,524.5,550.5,667,469.2,641.4,564.3,957.8,705,937.8,812.3,644.7,657.5,646.8,563.9,575,534.3,620.9,607.8,694.9,566.6,599.2,620.8,656.3,672.1,676.7,721.4,613.3,833.2,1195.4,1182.1,672.2,516.4,564.9,1110.1,1254.8,934.8,840.7,725.8,710.7,754.8,758.7,719.6,595.9,1096.9,879.3,1087.6,788.9,714.6,565.3,667.4,631.2,780.1,846.3,754.8,732.8,863.8,734.6,633,1014.6,925.8,601.7,739.3,1174.3,1207.8,1332.9,1435,1117.7,869.5,531.6,688.9,690.3,625,777,1094.4,722.1,1125.2,839,748.3,838.4,929.4,848.1,740.6,560.8,792.6,866.6,1011.8,828.8,620.2,701.8,587.1,485.01,0,0,141.4,116.3,110.1,176.9,190.9,222,185.7,192,220.7,257.1,240.1,137.4,250.8,0,0,0,61.5,229.8,156.4,217.7,248.4,212.9,333.9,275,343.8,365.5,463,414.4,408.2,321.5,399.7,0,0,0,92.6,141,190.9,179.3,268.6,271.3,411.6,339.3,560.9,0,,,,,,,9,,237255050,,586,,
2,0,175.7,96.2,135.8,139.6,111.1,136.9,146,126.4,139.8,137.9,131.7,145.7,161.3,181.6,187.1,147.1,199.3,171.4,191.8,215.5,202.3,172.6,209.6,178.6,143.7,138.1,213.4,222,248.1,270.9,181.7,279.7,297.9,320.2,276.9,297.6,296.7,310.4,279,370,252.9,245.3,280.8,467.3,502.3,362.3,485.6,359.5,400.1,402.3,394.9,377.5,341.1,342,312.1,376.3,311.2,283.9,326.9,364.2,395.6,343.4,289.1,244,288.1,609.9,514.8,363.5,326.7,314.7,405.5,536,402,268.1,439.7,315.8,429.2,410.4,511.6,387.5,528.2,380.4,527.6,438.4,691.9,628.8,472.6,425.3,419.1,537.9,384.6,626.3,716.4,560.4,563.7,615.2,591.5,414.8,559.4,426.9,331.4,535.7,604.9,432.9,541.6,636.2,900.5,909.5,831.3,864.4,738.7,622.5,984.4,646.7,717.5,823.6,727.9,557.8,586.2,817.1,752.7,615.6,560.4,482.1,537.7,511.8,677.4,938.1,422.5,456,520.1,543.4,637.2,463.6,641.4,564.3,952,696.6,928.3,805.5,632.2,643.3,636.1,557.6,575,524,604.6,601.8,689.7,566.6,592.1,620.1,650.3,671.9,669.8,721.4,610.1,819.6,1190,1172.6,655.7,511,557.1,1103.6,1242.6,924,829.6,717.4,705.6,749.2,747,713.5,589.1,1064.3,873.6,1077,780.1,703,560.6,661.7,620.6,775.2,846.3,750.3,726,853.5,728.4,633,1008.7,913.2,601.2,732.9,1174.3,1197,1316.3,1418.8,1109,861.7,527.7,688.9,685.9,625,771.6,1081,698.5,1119.6,833.5,740.6,831.9,919.9,842.6,736.5,551.7,788.5,866.6,1005.3,813.3,620.2,696.8,587.1,485.01,0,0,136.3,115,110.1,176.9,187.9,211.2,175,192,217.5,247.2,229.1,133.1,240.4,0,0,0,61.5,222,154.8,211.6,240.2,206.8,328.4,270.1,338.7,356,463,407.4,405.5,315.7,391.7,0,0,0,83.7,135.8,190.9,175.3,264.5,267.6,408,328.7,552.1,0,,,,,,,10,,234135740,,584,,
2,0,88,90.2,127.8,125.4,111.1,125.4,138,109.6,134.7,137.9,131.7,145.7,149,168,183.1,147.1,199.3,171.4,187.1,207.4,200.3,158.8,209.6,172.6,143.7,132.1,204.4,222,248.1,270.9,173.9,269.6,285.4,312.2,268.2,282.8,296.7,295.6,276.8,361.4,252.9,241,277.6,462.8,496.5,362.3,479.3,355.1,387,392.6,388,367.7,334.3,334.2,306.6,376.3,310.6,278.1,316.3,359.9,386.1,343.4,285,239.6,279.5,604.7,499.9,357.7,320.1,312.1,394.9,509.7,395.4,263.5,429.8,315.8,417.5,404.3,511.6,382.3,518.5,375.9,515.4,437.1,687.5,617.3,472.6,420.2,400,537.9,384.6,618.1,708,553.8,549.4,610.7,588.5,409.3,553.6,423.1,325.4,527.5,593.7,427.6,539.6,624.5,885,883.4,825.3,854.2,726.8,608.2,980.7,635.4,711.7,812.9,718,551.4,580.4,810.9,747,609.9,557.1,473.4,534.5,498,671.5,926.7,417,450.7,515.5,532.7,637.2,463.6,631.1,558.8,947.7,688,920.4,799.8,630.1,639.9,620.9,557.6,562.8,524,596.4,601.1,680.8,563.1,587.3,609.4,650.3,662.8,654.8,711,600.9,813.9,1175.9,1164.5,654,511,549.4,1093,1234.3,921.2,821.9,711.6,694.7,744.1,741.1,713.5,589.1,1057.4,857.1,1069.8,777.6,703,559.2,660.8,620.6,769.2,829,742.3,719,853.5,722.1,628.1,996.1,913.2,601.2,732.9,1174.3,1197,1289.1,1409.8,1089.8,861.7,524.4,680.7,685.9,620,770.4,1074.6,685.8,1111.9,833.5,737.9,831.9,908.5,841.5,736.5,551.7,788.5,851.8,993.6,799,609,683.6,578.7,485.01,0,0,136.3,108.9,103.6,166.5,184.1,209.2,175,187.5,205.8,247.2,229.1,131,240.4,0,0,0,47.1,216.1,149.3,204,240.2,206.8,322.4,261.5,332.6,356,448.2,407.4,399,310.7,388.8,0,0,0,53.9,135.8,189.8,175.3,263.9,258.2,403.9,328.7,552.1,0,,,,,,,11,,231204838,,582,,
2,0,56,90.2,120,120.6,111.1,125.4,134,109.6,133.4,133.9,131.7,145.7,149,159.9,183.1,122.1,183.2,163.3,179.2,199.7,192,158.8,209.6,172.6,136.2,126.1,203.3,216.1,248.1,254.9,157.9,261.1,285.4,304.2,267.1,282.8,280.5,287.1,269.5,353,244.4,241,277.6,453.9,488.2,354.4,473.5,343.8,375.1,381.7,375.5,361.3,320,331.5,298.3,364.7,306.9,274.2,311.3,352.7,380,341.6,285,233.9,274.8,599.1,499.9,357.7,317.7,298.7,394.9,501.4,392.9,256.8,423,313.9,414.8,399.6,509.8,371,516.4,367.7,508,434.6,672.5,601,460.4,420.2,387.1,537.9,383.6,611.1,705.8,540.1,549.4,610.7,580.3,400.8,549.1,409.9,318.3,520.4,593.7,424.2,530.2,624.5,879.1,883.4,808.3,833.1,712.1,600.6,975.2,635.4,706.6,802.1,704.8,541.7,572.9,792,740.8,602.4,551.4,473.4,522.8,498,668.3,919,411.7,445.9,504.4,532.7,637.2,457,631.1,548.6,934.7,682.8,920.4,789.9,619.5,625.4,613,549.2,555.6,524,588.6,594.5,676.9,558.6,587.3,605.7,639.8,652.6,646.1,701.8,596.9,810.5,1165.3,1158.4,646.1,507.1,549.4,1082.8,1221,910.8,816.6,706,684.3,737.4,735.2,707.3,589.1,1050.3,850.2,1059.3,773.1,691.5,553.5,654.6,612.4,758.1,829,742.3,718.7,838.7,709.2,622.9,992.7,906.7,589.5,713.3,1144.3,1186.9,1263.2,1395.1,1085.5,859.7,520.7,680.7,678.2,609.7,770.4,1056.2,669.7,1105.8,830.4,735.1,831.9,903.9,819.5,736.5,548,779.5,851.8,981.4,759,603.8,683.6,578.7,485.01,0,0,127.3,106.7,103.6,166.5,181.8,203.6,151.9,184.5,205.8,247.2,229.1,131,238.6,0,0,0,40.6,212.8,143.5,200.3,230.9,194.4,322.4,261.5,332.6,350.5,448.2,401.9,396,310.7,388.8,0,0,0,47.9,131.9,184.6,172.8,263.9,258.2,403.9,323.7,552.1,0,,,,,,,12,,228288562,,580,,
2,0,31.6,82.2,104.1,117,102.6,124.2,134,106.9,133.4,124.5,124.3,128.4,133.8,148.1,172.7,122.1,176.3,161.3,179.2,190.9,190.7,158.8,209.6,172.6,136.2,120.4,198.1,213.4,229.2,254.9,157.9,255.7,285.4,304.2,259.6,269.6,280.5,283.9,269.5,336.9,236.1,235,268,441.4,483.7,354.4,473.5,336,375.1,359.7,375.5,353.3,317,320.7,285.5,360.3,301.6,270,293.6,343.7,380,335.7,281.1,223,267.8,599.1,479.2,348.2,312.3,292.1,389,484,386.3,256.8,423,303.9,406.9,394.6,504.9,371,504.3,361.7,502.5,434.5,666.9,594.3,460.4,411.6,365.5,516,383.6,602.3,693.8,537,549.4,604.3,569.4,400.8,546.9,402.6,318.3,518,585.8,416.8,525.1,619.9,865.9,841.3,780.1,818.2,700.3,600.6,955.4,631.6,698,795.1,696,541.7,563.2,774.4,735.3,590.8,551.4,468,516.6,498,660.9,914.7,407.5,441.3,504.4,525.4,629.7,441.3,621.4,546,933.7,676.3,920.4,779.4,619.5,625.4,607.5,545.3,555.6,517.6,571.9,594.5,674.4,554.5,566.7,590.6,638,648.2,632.5,696.7,584.1,804.7,1160.1,1077.8,644.4,504.6,546.5,1076.5,1209.6,902,803.8,695.5,684.3,737.4,729.6,703.5,583.8,1043,832.5,1048.9,769.4,691.5,543.8,654.6,612.4,752.5,821.3,726.9,713,834.8,709.2,616.9,980.2,896.4,589.5,713.3,981.4,1176.3,1251.1,1390.7,1067.5,858.4,509.3,671.9,672.1,609.7,765.8,1045.6,659.3,1103.2,830.4,732.8,814.4,899.5,819.5,736.5,548,779.5,845.9,981.4,750.6,596.9,679.1,578.7,485.01,0,0,120.8,106.7,102.7,158.4,172.3,203.6,139.9,184.5,199.3,233.7,218,126.7,232.2,0,0,0,29.7,198.2,143.5,195.5,224.2,194.4,310.8,257.5,320.6,336.1,431.2,395.5,391.6,310.7,373.5,0,0,0,0,122.3,184.6,167.4,258.3,251.6,395.7,316.8,545.6,0,,,,,,,13,,224690898,,578,,
2,0,31.6,69,104.1,102.8,89.9,106.8,125.9,106.6,133.4,116.6,122.1,120.6,127.7,135.6,169.1,115.2,176.3,157,171.3,186.9,181.2,147.4,209.6,172.6,136.2,114.2,191.9,190.4,229.2,247.7,154,250,285.4,296.3,256.5,269.6,264.4,280.3,255.6,297.1,230.5,235,262.7,437.2,480.4,354.4,457.5,330.9,361.3,328.7,366.4,335.2,307,318.2,269.3,348.6,298.1,263.3,279.8,337.7,367.2,328.2,278.4,220.7,267.8,590.3,479.2,341,312.3,292.1,382.8,472.5,380.6,250.4,419.5,303,395.3,385.4,504.9,369,504.3,356.5,493.9,431.1,658.6,574.7,454.6,405.2,325.5,513.3,383.6,595.8,689.1,526.1,535.9,601.1,565.7,392.9,539.1,388.6,318.3,511.7,585.8,414.5,512.8,615.4,825,841.3,766.8,814.6,671.7,586.8,947.3,626.6,687.5,786,685.7,536.2,557.4,764.8,726.3,578.4,542.5,464.4,513.4,485.2,654.8,904.2,395.9,436.7,494.5,517.5,588,441.3,619.6,529.1,919.5,673.8,905.3,774.9,606.1,619.9,598.7,541.1,549.6,516.6,562.6,587,662.9,549,566.7,584.9,638,643.4,628.6,687.3,562.4,799.4,1154,1076.5,638.4,503.3,542.8,1076.5,1190.1,887.1,794.9,695.5,675,732,723.7,697.4,581.6,1026,825.6,1045.7,762.3,684.9,540.1,650.1,601.6,741.8,821.3,726.9,713,826.8,701,612.4,971.4,892.3,585.9,700.2,976.6,1176.3,1236.2,1375.6,1045.6,854.9,509.3,671.9,667.6,599.4,765.8,1008.6,635.4,1103.2,825.8,730.3,808.2,899.5,819.5,732.4,548,770.9,838.7,974.8,740.9,596.9,668.1,577,485.01,0,0,120.8,105.1,102.7,151,172.3,188.6,129.3,175.7,199.3,233.7,218,126.7,219.7,0,0,0,21.7,192.9,131.1,191.2,219.3,191,305.6,257.5,320.6,336.1,431.2,395.5,391.6,302.6,373.5,0,0,0,0,119.4,181.9,167.4,258.3,251.6,395.7,310.1,539.4,0,,,,,,,14,,221553746,,576,,
2,0,16,69,95.9,98.6,89.9,106.8,125.9,104.3,120.8,110,118.9,111.7,119.6,129.5,161.2,112.7,176.3,148.9,160.1,182.8,174.3,143,208.6,172.6,136.2,107.6,176.5,183.5,221.1,231.6,146.7,250,279.6,282.6,248,257.6,264.4,268.6,247.5,271.8,217.2,232.7,257.4,419.6,476.6,347.4,457.5,326.2,361.3,295,362.4,323.4,298.1,312.9,257.9,348.6,294.6,258.8,268,331.6,367.2,328.2,278.4,215.5,254.4,590.3,460.9,332.8,306.4,279.1,380.8,463.7,368.5,250.4,417.4,303,378,382.3,491.9,369,504.3,334.3,484.8,431.1,636.4,563.8,438.6,400.2,307.9,504.1,383.6,587.2,680.8,504.7,528.4,585.3,554.4,392.9,522.1,381.7,308.3,496.7,579.9,404.9,502.6,605.5,764.6,817.9,745.8,800.7,638.8,581.7,939.9,619.9,671.6,773.7,662.4,530,547.3,755,720.5,573,539.8,464.4,504.4,485.2,641.5,899.6,395.9,427.3,490.1,511.3,588,429,605.8,525.5,919.5,673.8,905.3,768.5,606.1,601.7,596.2,531.1,549.6,512.7,555.9,587,662.9,549,564.3,575.9,624,630.3,628.6,675.8,562,792.6,1134,1065.4,632.3,503.3,540.5,1062.9,1175.5,879.2,784.5,688.7,658.9,726.6,713.9,691.3,581.6,1018.6,820.4,1041.2,756.9,674.4,534.2,647,596.5,728.2,812.1,717.9,706.4,818.6,688.4,612.4,964.5,887.3,582.3,689.6,970.7,1163,1221.4,1365,1028.2,854.9,509.3,671.9,660.5,599.4,765.8,996.8,593.5,1091.2,824.7,727.4,800.8,893.8,790.4,732.4,544,766.9,834.2,964.6,740.9,592,664.2,577,485.01,0,0,111.2,103.6,102.7,151,159,184.6,125.5,173.8,175.4,233.7,208.8,118.8,219.7,0,0,0,9.1,184.8,131.1,182.1,210.3,188.8,299.5,256.7,311.3,325.2,431.2,388.2,388.6,302.6,369,0,0,0,0,110.9,172.2,164.3,253.9,245.4,389.5,310.1,539.4,0,,,,,,,15,,218030854,,574,,
2,0,0,61.3,55.9,98.6,82.3,96.2,117.8,101.6,120.8,102,118.9,103,113,119.9,156.7,106.9,156.2,144,152.2,167.2,166.2,143,206.8,170.8,130.5,100.2,167.6,183.5,220.2,231.1,146.7,232.7,258.4,274.7,236.6,254.9,248.6,260.5,247.5,255.6,217.2,232.7,257.4,413.1,471.1,343.5,453,319.5,348.9,282.8,354.5,306.3,293.1,306.6,252.8,339.4,290.4,254.5,262.6,318.8,351.5,314.6,275.5,206.8,251.8,590.3,449.3,318.5,306.4,279.1,365.5,433,363.1,250.4,415.2,296.9,370.8,378.2,491.9,360.5,495.2,323,477.4,428.1,626.4,545.3,438.6,394.3,285.3,504.1,374.9,577,674.3,465.6,528.4,585.3,554.4,386.6,522.1,375.3,303.4,491.9,574.5,404.9,489.5,600.8,732.7,817.9,733.5,800.7,621,571.5,925.8,610.4,671.6,767.5,654.6,530,541.3,726.5,713.5,565,539.8,456.2,495.7,475.2,632.6,889.8,390.4,420.1,482.3,505,588,429,605.8,519,913.5,657.8,899.1,758.9,600.6,601.7,588.2,531.1,545.5,512.7,549.3,581.6,650.7,549,551.8,570.2,624,624.5,615.5,671.1,551.6,792.6,1134,1059.1,630.7,496.3,537.2,1062.9,1163.9,871.3,778.1,688.7,647.1,719.9,706.8,691.3,575.6,1009,811.1,1027.2,756.9,674.4,523.2,647,588,718.8,800.5,710.9,704.4,813.6,688.4,612.4,958.5,880.6,582.3,689.6,963.8,1158.2,1203.9,1347.5,1011.2,848.2,504.8,657.6,660.5,590.7,760.1,990.8,593.5,1086,824.7,724.3,795.8,882.9,785.6,732.4,544,757.4,834.2,954.6,717.1,584.5,652.3,577,485.01,0,0,111.2,100.1,101.8,141.6,152.9,184.6,112.9,173.8,170.4,221.2,202.8,118.8,216.4,0,0,0,0,184.8,129.5,177.8,202.2,185.8,289.8,252.5,306,325.2,422.3,388.2,388.6,299.1,369,0,0,0,0,106.6,172.2,158.1,253.9,239.8,383.8,302.6,537.9,0,,,,,,,16,,215036192,,572,,
2,0,0,45.7,55.9,76.3,82.3,82.7,117.8,93.5,120.8,102,108.4,95.8,96.2,110,148.7,106.7,156.2,135.9,147.5,163.5,158.2,131.7,206.8,161.1,130.5,97.9,167.6,175.4,212,222.6,144.6,232.7,258.4,266.5,231.9,254.9,248.6,260.5,230.2,231.7,217.2,227.6,246.6,405.6,457.4,337.6,453,319.5,342.8,271.5,348.9,294.4,284.9,299.4,247.4,334,290.3,246.3,248.4,317.8,346.1,314.6,271.6,206.8,251.8,583.6,444.4,308.1,302,273.1,365.5,412.7,347.6,244.8,415.2,293.8,354.6,365.7,489,355.5,495.2,318.3,477.4,428.1,609.6,534,427.9,389.3,276.1,492.8,367.6,577,674.3,439.1,507.4,567.4,542.9,384.2,512.7,367.6,303.4,491.9,574.5,394.7,484.5,575.3,720.2,811.3,721.7,791.5,614,566.5,921.5,610.4,654.8,755,644.6,516.8,536,714.4,707.9,554.8,539.8,450.8,489.9,475.2,623.2,880.4,379.2,420.1,477.8,497.2,572.4,418.3,600.2,509.6,902.2,657.8,899.1,756.3,584,593.7,575.5,525.1,539.9,506.3,539.6,574.8,650.7,546.9,551.8,559.4,611.9,618,615.5,660.1,551.6,787.5,1122.9,1045.5,626.4,496.3,508.8,1047.7,1142.1,861.5,771.8,678.9,642,713.2,702.1,685.3,568.3,1005.6,804.9,1021.8,756.9,655.2,518.6,631.1,582.4,704.8,800.5,704.1,704.4,808.2,684.2,612.4,956,876.3,567.4,679.9,963.8,1152.5,1190.7,1345.5,995.9,848.2,482.8,657.6,660.5,585.5,752,971,558.9,1086,809.3,718.8,789.2,882.9,780.5,728.6,544,751.7,822.3,947.1,704.6,566.4,652.3,573.6,485.01,0,0,96.8,90.8,101.8,137.2,148,171.1,109.4,168.6,149.7,214.9,202.8,112.5,207.9,0,0,0,0,165.6,121.3,167.8,196,179.1,282,250.1,306,309.1,412.5,379.2,380.3,295.1,369,0,0,0,0,100.8,172.2,158.1,248.4,239.8,374.1,298.6,537.9,0,,,,,,,17,,211769936,,570,,
