JDAY,DLT(s),ELWS(m),T2(C),U(ms-1),Q(m3s-1),SRON(Wm-2),EXT(m-1),DEPTH(m),WIDTH(m),SHADE,Tvolavg(C),NetRad(Wm-2),SWSolar(Wm-2),LWRad(Wm-2),BackRad(Wm-2),EvapF(Wm-2),ConducF(Wm-2),ReaerationCoeff(day-1),
 40565.085,    65.426,    23.455,     4.691,     0.377,  6600.717,     0.000,     0.000,    19.449,  2635.031,     1.000,     4.692,   -11.426,     0.000,   257.961,   328.355,    -0.957,   -58.011,     0.000,
 40565.127,    69.143,    23.464,     4.707,     0.365,  6648.864,     0.000,     0.000,    19.458,  2635.031,     1.000,     4.707,   -53.805,     0.000,   255.391,   328.424,     1.692,   -20.920,     0.000,
 40565.169,    68.318,    23.464,     4.716,     0.364,  6375.450,     0.000,     0.000,    19.458,  2635.031,     1.000,     4.716,   -50.294,     0.000,   251.845,   328.466,     6.382,   -32.709,     0.000,
 40565.210,    69.475,    23.462,     4.719,     0.401,  6226.084,     0.000,     0.000,    19.456,  2635.031,     1.000,     4.719,   -66.132,     0.000,   249.031,   328.483,    15.413,   -28.733,     0.000,
 40565.252,    71.539,    23.467,     4.713,     0.405,  6274.028,     0.000,     0.000,    19.461,  2635.031,     1.000,     4.713,   -90.143,     0.000,   244.007,   328.457,    18.300,   -12.607,     0.000,
 40565.294,    64.707,    23.473,     4.702,     0.404,  6344.246,     0.000,     0.000,    19.467,  2635.031,     1.000,     4.702,   -87.665,     0.000,   244.665,   328.405,    13.421,    -9.497,     0.000,
 40565.335,    66.521,    23.478,     4.688,     0.359,  6297.088,     0.000,     0.000,    19.472,  2635.031,     1.000,     4.688,   -89.420,     0.000,   243.789,   328.337,    12.694,    -7.822,     0.000,
 40565.377,    72.769,    23.479,     4.667,     0.402,  6262.483,     0.000,     0.000,    19.473,  2635.031,     1.000,     4.667,   -82.371,     0.000,   247.069,   328.238,    14.286,   -13.084,     0.000,
 40565.419,    62.635,    23.476,     4.640,     0.395,  6122.125,     0.000,     0.000,    19.470,  2635.031,     1.000,     4.640,   -50.123,     0.000,   253.738,   328.113,    30.191,   -54.444,     0.000,
 40565.460,    69.255,    23.479,     4.609,     0.410,  6408.436,     0.000,     0.000,    19.473,  2635.031,     1.000,     4.609,   -52.670,     0.000,   258.916,   327.965,    10.208,   -26.588,     0.000,
 40565.502,    67.017,    23.489,     4.571,     0.405,  6270.928,     0.000,     0.000,    19.483,  2635.031,     1.000,     4.571,   -43.316,     0.000,   265.854,   327.789,     7.157,   -25.775,     0.000,
 40565.544,    65.498,    23.492,     4.534,     0.404,  6279.177,     0.000,     0.000,    19.486,  2635.031,     1.000,     4.534,   -35.973,     0.000,   271.058,   327.612,     7.332,   -27.913,     0.000,
 40565.586,    65.289,    23.491,     4.498,     0.396,  6326.110,     0.000,     0.000,    19.485,  2635.031,     1.000,     4.499,   -22.568,     0.000,   273.537,   327.451,     5.019,   -36.365,     0.000,
 40565.627,    63.554,    23.493,     4.469,     0.405,  6267.161,     0.000,     0.000,    19.487,  2635.031,     1.000,     4.469,   -34.204,     0.000,   270.597,   327.307,     5.339,   -27.845,     0.000,
 40565.669,    63.586,    23.498,     4.446,     0.380,  6243.448,     0.000,     0.000,    19.492,  2635.031,     1.000,     4.446,   -33.961,     0.000,   270.539,   327.196,     5.207,   -27.902,     0.000,
 40565.711,    64.629,    23.500,     4.428,     0.402,  6268.965,     0.000,     0.000,    19.494,  2635.031,     1.000,     4.428,   -53.557,     0.000,   258.304,   327.112,     4.957,   -20.207,     0.000,
 40565.752,    65.229,    23.502,     4.413,     0.406,  6315.313,     0.000,     0.000,    19.496,  2635.031,     1.000,     4.413,   -75.104,     0.000,   247.670,   327.039,     6.740,   -11.006,     0.000,
 40565.794,    62.439,    23.504,     4.397,     0.406,  6314.124,     0.000,     0.000,    19.498,  2635.031,     1.000,     4.397,   -93.869,     0.000,   240.608,   326.964,     7.854,    -0.341,     0.000,
 40565.836,    64.255,    23.508,     4.380,     0.403,  6323.484,     0.000,     0.000,    19.502,  2898.534,     1.000,     4.380,  -101.485,     0.000,   237.181,   326.884,     8.435,     3.348,     0.000,
 40565.877,    64.272,    23.510,     4.362,     0.406,  6365.126,     0.000,     0.000,    19.504,  2898.534,     1.000,     4.362,  -109.552,     0.000,   234.309,   326.798,    10.547,     6.517,     0.000,
 40565.919,    63.223,    23.512,     4.344,     0.416,  6409.525,     0.000,     0.000,    19.506,  2898.534,     1.000,     4.344,  -116.882,     0.000,   233.801,   326.713,    15.200,     8.770,     0.000,
 40565.961,    63.795,    23.515,     4.326,     0.411,  6383.882,     0.000,     0.000,    19.509,  2898.534,     1.000,     4.326,  -123.170,     0.000,   229.275,   326.631,    13.468,    12.346,     0.000,
 40566.002,    60.061,    23.517,     4.309,     0.410,  6362.964,     0.000,     0.000,    19.511,  2898.534,     1.000,     4.309,  -129.589,     0.000,   227.881,   326.551,    15.667,    15.250,     0.000,
 40566.044,    61.104,    23.517,     4.292,     0.406,  6346.006,     0.000,     0.000,    19.511,  2898.534,     1.000,     4.292,  -137.951,     0.000,   225.222,   326.469,    17.844,    18.860,     0.000,
 40566.086,    63.482,    23.527,     4.274,     0.410,  6340.875,     0.000,     0.000,    19.521,  2898.534,     1.000,     4.274,  -140.907,     0.000,   226.364,   326.385,    20.190,    20.696,     0.000,
 40566.127,    61.259,    23.525,     4.257,     0.409,  6381.837,     0.000,     0.000,    19.519,  2898.534,     1.000,     4.257,  -130.695,     0.000,   226.334,   326.304,    14.998,    15.727,     0.000,
 40566.169,    59.937,    23.528,     4.239,     0.409,  6351.724,     0.000,     0.000,    19.522,  2898.534,     1.000,     4.239,  -141.548,     0.000,   225.455,   326.220,    19.840,    20.943,     0.000,
 40566.211,    63.252,    23.532,     4.219,     0.406,  6338.337,     0.000,     0.000,    19.526,  2898.534,     1.000,     4.219,  -135.313,     0.000,   224.790,   326.128,    16.414,    17.561,     0.000,
 40566.252,    66.521,    23.533,     4.199,     0.407,  6378.583,     0.000,     0.000,    19.527,  2898.534,     1.000,     4.199,  -137.746,     0.000,   224.820,   326.030,    17.645,    18.890,     0.000,
 40566.294,    61.539,    23.536,     4.176,     0.409,  6411.545,     0.000,     0.000,    19.530,  2898.534,     1.000,     4.176,  -132.074,     0.000,   225.690,   325.924,    15.639,    16.200,     0.000,
 40566.336,    62.001,    23.533,     4.151,     0.406,  6409.394,     0.000,     0.000,    19.527,  2898.534,     1.000,     4.151,  -131.810,     0.000,   225.570,   325.807,    15.319,    16.254,     0.000,
 40566.377,    62.696,    23.536,     4.125,     0.412,  6416.780,     0.000,     0.000,    19.530,  2898.534,     1.000,     4.125,  -115.169,     0.000,   232.561,   325.686,    12.128,     9.915,     0.000,
 40566.419,    58.901,    23.535,     4.102,     0.412,  6417.533,     0.000,     0.000,    19.529,  2898.534,     1.000,     4.102,   -43.423,     0.000,   283.372,   325.578,     4.495,    -3.278,     0.000,
 40566.461,    60.739,    23.536,     4.082,     0.411,  6444.838,     0.000,     0.000,    19.530,  2898.534,     1.000,     4.082,   -40.618,     0.000,   272.615,   325.480,     3.644,   -15.891,     0.000,
 40566.502,    58.201,    23.537,     4.055,     0.411,  6468.599,     0.000,     0.000,    19.531,  2898.534,     1.000,     4.055,   -61.629,     0.000,   251.084,   325.356,     1.775,   -14.418,     0.000,
 40566.544,    61.719,    23.540,     4.025,     0.416,  6543.981,     0.000,     0.000,    19.534,  2898.534,     1.000,     4.025,   -39.066,     0.000,   257.446,   325.217,     0.445,   -29.149,     0.000,
 40566.585,    61.509,    23.538,     3.998,     0.415,  6486.284,     0.000,     0.000,    19.532,  2898.534,     1.000,     3.998,   -22.444,     0.000,   271.749,   325.090,     1.815,   -32.712,     0.000,
 40566.627,    60.649,    23.540,     3.980,     0.389,  6400.954,     0.000,     0.000,    19.534,  2898.534,     1.000,     3.980,     3.970,     0.000,   282.372,   325.001,    18.307,   -64.906,     0.000,
 40566.669,    59.935,    23.537,     3.971,     0.419,  6508.237,     0.000,     0.000,    19.531,  2898.534,     1.000,     3.971,    17.885,     0.000,   319.885,   324.960,     9.161,   -32.122,     0.000,
 40566.711,    61.017,    23.535,     3.973,     0.416,  6443.171,     0.000,     0.000,    19.529,  2898.534,     1.000,     3.973,    21.937,     0.000,   296.089,   324.970,    29.074,   -79.892,     0.000,
 40566.752,    56.974,    23.532,     3.976,     0.418,  6498.088,     0.000,     0.000,    19.526,  2898.534,     1.000,     3.975,   -24.916,     0.000,   271.499,   324.962,     9.417,   -37.964,     0.000,
 40566.794,    57.159,    23.537,     3.983,     0.419,  6551.971,     0.000,     0.000,    19.531,  2898.534,     1.000,     3.981,     1.679,     0.000,   305.921,   324.993,     4.281,   -25.032,     0.000,
 40566.835,    58.954,    23.537,     4.003,     0.425,  6571.910,     0.000,     0.000,    19.531,  2898.534,     1.000,     4.003,    12.167,     0.000,   305.439,   325.109,     5.300,   -37.137,     0.000,
 40566.877,    59.972,    23.531,     4.034,     0.421,  6519.279,     0.000,     0.000,    19.525,  2898.534,     1.000,     4.034,     5.830,     0.000,   298.447,   325.256,    -0.837,   -31.802,     0.000,
 40566.919,    58.899,    23.534,     4.070,     0.424,  6570.683,     0.000,     0.000,    19.528,  2898.534,     1.000,     4.070,    -0.867,     0.000,   298.079,   325.426,    -0.765,   -25.715,     0.000,
 40566.960,    59.382,    23.532,     4.110,     0.424,  6582.775,     0.000,     0.000,    19.526,  2898.534,     1.000,     4.111,     3.580,     0.000,   301.575,   325.615,    10.141,   -37.761,     0.000,
 40567.002,    61.282,    23.529,     4.153,     0.424,  6603.668,     0.000,     0.000,    19.523,  2898.534,     1.000,     4.154,    -8.474,     0.000,   295.385,   325.817,    -3.336,   -18.622,     0.000,
 40567.044,    57.759,    23.530,     4.198,     0.424,  6673.296,     0.000,     0.000,    19.524,  2898.534,     1.000,     4.198,   -20.463,     0.000,   290.464,   326.023,    -3.584,   -11.512,     0.000,
 40567.085,    57.962,    23.528,     4.241,     0.386,  6589.119,     0.000,     0.000,    19.522,  2898.534,     1.000,     4.242,   -25.372,     0.000,   286.584,   326.228,    -4.887,    -9.386,     0.000,
 40567.127,    58.700,    23.532,     4.282,     0.423,  6618.406,     0.000,     0.000,    19.526,  2898.534,     1.000,     4.282,   -31.260,     0.000,   283.598,   326.421,    -3.554,    -8.009,     0.000,
 40567.169,    56.528,    23.529,     4.316,     0.409,  6605.639,     0.000,     0.000,    19.523,  2898.534,     1.000,     4.316,   -63.268,     0.000,   250.935,   326.580,    -4.093,    -8.284,     0.000,
 40567.210,    58.036,    23.532,     4.343,     0.431,  6697.989,     0.000,     0.000,    19.526,  2898.534,     1.000,     4.342,   -47.569,     0.000,   266.778,   326.704,    -3.013,    -9.344,     0.000,
 40567.252,    58.639,    23.530,     4.356,     0.421,  6567.695,     0.000,     0.000,    19.524,  2898.534,     1.000,     4.356,   -78.118,     0.000,   242.453,   326.770,    -1.014,    -5.184,     0.000,
 40567.294,    56.855,    23.529,     4.352,     0.427,  6646.958,     0.000,     0.000,    19.523,  2898.534,     1.000,     4.352,   -93.319,     0.000,   238.490,   326.752,     3.274,     1.783,     0.000,
 40567.335,    57.673,    23.529,     4.339,     0.430,  6697.092,     0.000,     0.000,    19.523,  2898.534,     1.000,     4.339,   -96.572,     0.000,   237.310,   326.692,     4.161,     3.029,     0.000,
 40567.377,    58.600,    23.528,     4.321,     0.433,  6693.807,     0.000,     0.000,    19.522,  2898.534,     1.000,     4.321,   -89.204,     0.000,   239.755,   326.607,     2.078,     0.275,     0.000,
 40567.419,    56.705,    23.532,     4.292,     0.426,  6680.691,     0.000,     0.000,    19.526,  2898.534,     1.000,     4.292,   -79.155,     0.000,   240.855,   326.470,    -1.454,    -5.006,     0.000,
 40567.460,    57.631,    23.531,     4.255,     0.432,  6712.111,     0.000,     0.000,    19.525,  2898.534,     1.000,     4.255,   -66.971,     0.000,   246.368,   326.299,    -3.370,    -9.590,     0.000,
 40567.502,    58.831,    23.537,     4.223,     0.430,  6676.602,     0.000,     0.000,    19.531,  2898.534,     1.000,     4.224,    -5.370,     0.000,   295.015,   326.154,    -7.843,   -17.925,     0.000,
 40567.544,    56.841,    23.536,     4.206,     0.434,  6737.005,     0.000,     0.000,    19.530,  2898.534,     1.000,     4.207,     6.818,     0.000,   304.220,   326.083,    -7.840,   -20.841,     0.000,
 40567.585,    57.606,    23.535,     4.203,     0.402,  6721.072,     0.000,     0.000,    19.529,  2898.534,     1.000,     4.203,   -24.877,     0.000,   268.667,   326.048,   -11.088,   -21.417,     0.000,
 40567.627,    58.725,    23.539,     4.203,     0.420,  6767.349,     0.000,     0.000,    19.533,  2898.534,     1.000,     4.203,    11.074,     0.000,   304.132,   326.054,   -10.715,   -22.281,     0.000,
 40567.669,    57.311,    23.540,     4.214,     0.425,  6717.241,     0.000,     0.000,    19.534,  2898.534,     1.000,     4.214,     9.532,     0.000,   272.898,   326.100,    -9.760,   -52.974,     0.000,
 40567.710,    57.577,    23.543,     4.238,     0.426,  6683.772,     0.000,     0.000,    19.537,  2898.534,     1.000,     4.238,   -16.956,     0.000,   266.985,   326.211,     4.626,   -46.896,     0.000,
 40567.752,    58.698,    23.543,     4.266,     0.431,  6716.435,     0.000,     0.000,    19.537,  2898.534,     1.000,     4.266,   -20.064,     0.000,   269.821,   326.343,    10.762,   -47.220,     0.000,
 40567.794,    57.357,    23.546,     4.296,     0.427,  6577.789,     0.000,     0.000,    19.540,  2898.534,     1.000,     4.296,    20.642,     0.000,   268.719,   326.488,    18.204,   -96.616,     0.000,
 40567.835,    57.582,    23.548,     4.328,     0.373,  6505.694,     0.000,     0.000,    19.542,  2898.534,     1.000,     4.328,     7.040,     0.000,   270.275,   326.638,     4.415,   -67.818,     0.000,
 40567.877,    56.131,    23.553,     4.360,     0.448,  6983.193,     0.000,     0.000,    19.547,  2898.534,     1.000,     4.360,   -31.879,     0.000,   266.188,   326.789,    -2.625,   -26.097,     0.000,
 40567.919,    58.834,    23.558,     4.398,     0.443,  6919.281,     0.000,     0.000,    19.552,  2898.534,     1.000,     4.398,    -2.080,     0.000,   264.878,   326.968,   -12.463,   -47.547,     0.000,
 40567.960,    58.861,    23.563,     4.440,     0.440,  6836.363,     0.000,     0.000,    19.557,  2898.534,     1.000,     4.440,   -27.723,     0.000,   265.642,   327.165,    -7.509,   -26.292,     0.000,
 40568.002,    55.930,    23.567,     4.482,     0.438,  6844.019,     0.000,     0.000,    19.561,  2898.534,     1.000,     4.482,    -6.333,     0.000,   288.359,   327.363,    -7.818,   -24.853,     0.000,
 40568.044,    56.502,    23.569,     4.523,     0.435,  6798.961,     0.000,     0.000,    19.563,  2898.534,     1.000,     4.524,     1.378,     0.000,   272.848,   327.557,   -15.081,   -41.007,     0.000,
 40568.085,    58.527,    23.571,     4.561,     0.444,  6900.420,     0.000,     0.000,    19.565,  2898.534,     1.000,     4.562,     4.637,     0.000,   304.560,   327.738,    -7.380,   -20.435,     0.000,
 40568.127,    55.276,    23.578,     4.595,     0.445,  6927.882,     0.000,     0.000,    19.572,  2898.534,     1.000,     4.595,   -11.889,     0.000,   285.319,   327.898,    -8.912,   -21.778,     0.000,
 40568.169,    55.252,    23.582,     4.623,     0.434,  6969.812,     0.000,     0.000,    19.576,  2898.534,     1.000,     4.623,   -29.877,     0.000,   266.195,   328.027,   -10.427,   -21.528,     0.000,
 40568.210,    56.680,    23.581,     4.644,     0.442,  6888.225,     0.000,     0.000,    19.575,  2898.534,     1.000,     4.644,   -34.728,     0.000,   261.596,   328.127,    -9.654,   -22.148,     0.000,
 40568.252,    57.318,    23.583,     4.659,     0.441,  6932.145,     0.000,     0.000,    19.577,  2898.534,     1.000,     4.659,    -4.024,     0.000,   284.624,   328.199,   -11.935,   -27.615,     0.000,
 40568.294,    57.299,    23.580,     4.667,     0.433,  6771.985,     0.000,     0.000,    19.574,  2898.534,     1.000,     4.668,    26.647,     0.000,   261.527,   328.250,   -22.193,   -71.177,     0.000,
 40568.335,    58.089,    23.579,     4.668,     0.445,  6990.474,     0.000,     0.000,    19.573,  2898.534,     1.000,     4.668,   -29.003,     0.000,   262.822,   328.241,    -7.523,   -28.895,     0.000,
 40568.377,    57.584,    23.586,     4.664,     0.464,  7227.294,     0.000,     0.000,    19.580,  2898.534,     1.000,     4.664,   -15.591,     0.000,   265.770,   328.225,    -8.677,   -38.187,     0.000,
 40568.419,    57.503,    23.585,     4.662,     0.459,  7161.537,     0.000,     0.000,    19.579,  2898.534,     1.000,     4.662,    -7.082,     0.000,   269.118,   328.212,    -9.615,   -42.397,     0.000,
 40568.460,    58.014,    23.579,     4.662,     0.453,  7122.321,     0.000,     0.000,    19.573,  2898.534,     1.000,     4.662,    13.527,     0.000,   272.524,   328.222,   -10.932,   -58.292,     0.000,
 40568.502,    57.692,    23.572,     4.668,     0.456,  7112.819,     0.000,     0.000,    19.566,  2898.534,     1.000,     4.670,    41.497,     0.000,   272.243,   328.271,   -15.677,   -81.848,     0.000,
 40568.544,    57.782,    23.570,     4.688,     0.455,  7275.319,     0.000,     0.000,    19.564,  2898.534,     1.000,     4.688,     6.417,     0.000,   277.133,   328.337,    -7.836,   -49.783,     0.000,
 40568.585,    56.467,    23.569,     4.714,     0.461,  7347.637,     0.000,     0.000,    19.563,  2898.534,     1.000,     4.715,    16.662,     0.000,   277.239,   328.462,   -10.110,   -57.775,     0.000,
 40568.628,    58.770,    23.563,     4.747,     0.465,  7317.549,     0.000,     0.000,    19.557,  2898.534,     1.000,     4.748,    17.661,     0.000,   277.149,   328.620,    -8.855,   -60.276,     0.000,
 40568.669,    56.838,    23.559,     4.781,     0.474,  7465.559,     0.000,     0.000,    19.553,  2898.534,     1.000,     4.781,   -18.994,     0.000,   275.172,   328.774,    -4.669,   -29.939,     0.000,
 40568.710,    56.386,    23.555,     4.815,     0.477,  7481.475,     0.000,     0.000,    19.549,  2898.534,     1.000,     4.815,   -29.549,     0.000,   269.350,   328.935,    -4.603,   -25.433,     0.000,
 40568.753,    58.365,    23.549,     4.853,     0.473,  7434.448,     0.000,     0.000,    19.543,  2898.534,     1.000,     4.853,   -35.266,     0.000,   262.546,   329.117,    -6.746,   -24.559,     0.000,
 40568.794,    56.702,    23.541,     4.893,     0.474,  7448.705,   924.631,     0.000,    19.535,  2898.534,     1.000,     4.893,   830.504,   872.294,   262.796,   329.304,    -4.676,   -20.043,     0.000,
 40568.836,    56.623,    23.536,     4.932,     0.477,  7471.699,     0.000,     0.000,    19.530,  2898.534,     1.000,     4.932,   -57.836,     0.000,   254.772,   329.490,    -3.309,   -13.573,     0.000,
 40568.878,    82.844,    23.528,     4.968,     0.314,  6949.722,     0.000,     0.000,    19.522,  2898.534,     1.000,     4.969,   -76.146,     0.000,   246.289,   329.664,    -0.659,    -6.571,     0.000,
 40568.919,    83.553,    23.503,     4.999,     0.313,  6996.923,     0.000,     0.000,    19.497,  2635.031,     1.000,     5.001,   -83.157,     0.000,   243.875,   329.817,     1.664,    -4.448,     0.000,
 40568.961,    88.320,    23.492,     5.034,     0.328,  7261.157,     0.000,     0.000,    19.486,  2635.031,     1.000,     5.035,   -96.426,     0.000,   240.914,   329.978,     5.245,     2.117,     0.000,
 40569.003,    83.648,    23.481,     5.069,     0.332,  7441.495,     0.000,     0.000,    19.475,  2635.031,     1.000,     5.070,   -99.380,     0.000,   240.536,   330.147,     7.093,     2.676,     0.000,
 40569.044,    55.933,    23.466,     5.104,     0.521,  8130.505,   112.709,     0.000,    19.460,  2635.031,     1.000,     5.104,    -2.864,   106.329,   238.158,   330.305,    10.352,     6.694,     0.000,
 40569.086,    55.556,    23.475,     5.134,     0.533,  8394.545,     0.000,     0.000,    19.469,  2635.031,     1.000,     5.134,  -116.112,     0.000,   234.761,   330.447,    11.092,     9.334,     0.000,
 40569.128,    57.770,    23.462,     5.149,     0.464,  8011.492,     0.000,     0.000,    19.456,  2635.031,     1.000,     5.149,  -119.240,     0.000,   233.927,   330.519,    12.290,    10.358,     0.000,
 40569.169,    56.748,    23.456,     5.146,     0.502,  7844.353,    87.417,     0.000,    19.450,  2635.031,     1.000,     5.146,   -44.908,    82.469,   231.079,   330.507,    14.249,    13.700,     0.000,
 40569.210,    56.650,    23.447,     5.133,     0.490,  7677.052,     0.000,     0.000,    19.441,  2635.031,     1.000,     5.133,  -120.876,     0.000,   239.252,   330.443,    15.267,    14.417,     0.000,
 40569.253,    58.120,    23.438,     5.119,     0.493,  7678.104,     0.000,     0.000,    19.432,  2635.031,     1.000,     5.119,  -101.530,     0.000,   266.434,   330.378,    18.449,    19.137,     0.000,
 40569.294,    56.396,    23.429,     5.107,     0.482,  7558.882,   127.989,     0.000,    19.423,  2635.031,     1.000,     5.107,    21.542,   120.744,   266.198,   330.320,    17.188,    17.893,     0.000,
 40569.335,    56.967,    23.422,     5.095,     0.490,  7522.403,     0.000,     0.000,    19.416,  2635.031,     1.000,     5.095,   -99.307,     0.000,   266.091,   330.266,    17.174,    17.959,     0.000,
 40569.378,    57.964,    23.412,     5.086,     0.477,  7487.732,     0.000,     0.000,    19.406,  2635.031,     1.000,     5.086,   -91.458,     0.000,   269.070,   330.221,    15.539,    14.769,     0.000,
 40569.419,    57.553,    23.408,     5.085,     0.486,  7450.551,   290.969,     0.000,    19.402,  2635.031,     1.000,     5.085,   204.456,   274.499,   277.390,   330.215,    10.718,     6.500,     0.000,
 40569.461,    56.820,    23.400,     5.094,     0.482,  7467.243,     0.000,     0.000,    19.394,  2635.031,     1.000,     5.094,   -54.475,     0.000,   283.982,   330.258,     7.732,     0.467,     0.000,
 40569.503,    57.685,    23.398,     5.112,     0.482,  7437.545,     0.000,     0.000,    19.392,  2635.031,     1.000,     5.112,   -38.208,     0.000,   290.095,   330.342,     5.266,    -7.305,     0.000,
 40569.544,    58.394,    23.392,     5.138,     0.474,  7392.599,     0.000,     0.000,    19.386,  2635.031,     1.000,     5.138,   -21.688,     0.000,   296.976,   330.468,     1.765,   -13.570,     0.000,
 40569.586,    58.583,    23.390,     5.169,     0.476,  7349.359,     0.000,     0.000,    19.384,  2635.031,     1.000,     5.169,   -54.003,     0.000,   264.062,   330.615,     1.656,   -14.205,     0.000,
 40569.628,    58.125,    23.387,     5.202,     0.475,  7336.364,     0.000,     0.000,    19.381,  2635.031,     1.000,     5.203,   -49.487,     0.000,   262.995,   330.774,     0.567,   -18.859,     0.000,
 40569.669,    55.762,    23.380,     5.239,     0.465,  7301.559,     0.000,     0.000,    19.374,  2635.031,     1.000,     5.239,   -52.771,     0.000,   261.015,   330.948,    -0.001,   -17.161,     0.000,
 40569.710,    59.798,    23.378,     5.277,     0.476,  7317.046,     0.000,     0.000,    19.372,  2635.031,     1.000,     5.277,   -67.422,     0.000,   253.297,   331.126,     0.499,   -10.906,     0.000,
 40569.752,    58.637,    23.375,     5.314,     0.453,  7210.942,     0.000,     0.000,    19.369,  2635.031,     1.000,     5.314,   -89.727,     0.000,   242.698,   331.303,     3.245,    -2.123,     0.000,
 40569.794,    59.346,    23.375,     5.351,     0.451,  7178.085,     0.000,     0.000,    19.369,  2635.031,     1.000,     5.351,   -99.275,     0.000,   238.611,   331.479,     4.962,     1.446,     0.000,
 40569.835,    60.814,    23.374,     5.387,     0.471,  7246.188,     0.000,     0.000,    19.368,  2635.031,     1.000,     5.387,  -109.270,     0.000,   239.494,   331.649,     9.893,     7.221,     0.000,
 40569.878,    59.708,    23.371,     5.423,     0.465,  7198.618,     0.000,     0.000,    19.365,  2635.031,     1.000,     5.423,  -116.856,     0.000,   245.655,   331.823,    16.683,    14.005,     0.000,
 40569.919,    59.749,    23.371,     5.459,     0.461,  7131.089,     0.000,     0.000,    19.365,  2635.031,     1.000,     5.459,  -119.560,     0.000,   242.878,   331.992,    15.922,    14.524,     0.000,
 40569.961,    59.945,    23.372,     5.494,     0.453,  7072.788,     0.000,     0.000,    19.366,  2635.031,     1.000,     5.493,   -97.484,     0.000,   270.668,   332.158,    17.878,    18.116,     0.000,
 40570.002,    59.503,    23.376,     5.528,     0.445,  7031.033,     0.000,     0.000,    19.370,  2635.031,     1.000,     5.528,   -93.126,     0.000,   270.034,   332.321,    15.156,    15.682,     0.000,
 40570.044,    60.231,    23.374,     5.557,     0.455,  7007.676,   240.002,     0.000,    19.368,  2635.031,     1.000,     5.557,   125.952,   226.417,   267.569,   332.461,    17.195,    18.378,     0.000,
 40570.085,    60.660,    23.373,     5.577,     0.458,  6981.382,     0.000,     0.000,    19.367,  2635.031,     1.000,     5.576,  -103.215,     0.000,   266.609,   332.555,    17.786,    19.483,     0.000,
 40570.128,    59.509,    23.376,     5.582,     0.459,  7024.746,     0.000,     0.000,    19.370,  2635.031,     1.000,     5.582,  -109.539,     0.000,   264.409,   332.584,    19.472,    21.892,     0.000,
 40570.169,    59.526,    23.377,     5.572,     0.452,  6993.566,     0.000,     0.000,    19.371,  2635.031,     1.000,     5.572,  -104.643,     0.000,   266.006,   332.537,    18.000,    20.113,     0.000,
 40570.211,    57.843,    23.378,     5.559,     0.457,  6992.299,     0.000,     0.000,    19.372,  2635.031,     1.000,     5.559,   -97.511,     0.000,   268.424,   332.473,    15.946,    17.516,     0.000,
 40570.253,    59.446,    23.376,     5.540,     0.450,  6899.463,     0.000,     0.000,    19.370,  2635.031,     1.000,     5.540,  -105.761,     0.000,   268.092,   332.382,    19.707,    21.764,     0.000,
 40570.294,    58.787,    23.377,     5.511,     0.442,  6945.403,   300.998,     0.000,    19.371,  2635.031,     1.000,     5.511,   182.415,   283.960,   266.764,   332.245,    17.028,    19.037,     0.000,
 40570.335,    58.672,    23.379,     5.473,     0.450,  6981.932,     0.000,     0.000,    19.373,  2635.031,     1.000,     5.473,  -105.442,     0.000,   266.608,   332.067,    18.854,    21.129,     0.000,
 40570.378,    58.510,    23.382,     5.431,     0.453,  6963.174,     0.000,     0.000,    19.376,  2635.031,     1.000,     5.431,  -115.412,     0.000,   268.578,   331.863,    24.790,    27.338,     0.000,
 40570.419,    55.975,    23.383,     5.391,     0.446,  6878.399,    24.043,     0.000,    19.377,  2635.031,     1.000,     5.391,   -76.981,    22.682,   271.342,   331.673,    18.941,    20.391,     0.000,
 40570.461,    58.482,    23.385,     5.358,     0.448,  6878.249,     0.000,     0.000,    19.379,  2635.031,     1.000,     5.358,   -84.031,     0.000,   273.842,   331.516,    12.883,    13.474,     0.000,
 40570.503,    58.568,    23.385,     5.332,     0.440,  6800.509,     0.000,     0.000,    19.379,  2635.031,     1.000,     5.332,   -70.977,     0.000,   276.908,   331.393,     8.461,     8.031,     0.000,
 40570.544,    57.965,    23.386,     5.314,     0.442,  6823.294,     0.000,     0.000,    19.380,  2635.031,     1.000,     5.314,   -45.889,     0.000,   285.735,   331.307,     3.692,    -3.375,     0.000,
 40570.586,    58.105,    23.387,     5.304,     0.448,  6870.632,     0.000,     0.000,    19.381,  2635.031,     1.000,     5.304,   -25.415,     0.000,   297.658,   331.257,     4.383,   -12.567,     0.000,
 40570.628,    60.246,    23.389,     5.299,     0.444,  6810.390,     0.000,     0.000,    19.383,  2635.031,     1.000,     5.299,   -39.370,     0.000,   290.445,   331.234,     5.317,    -6.736,     0.000,
 40570.669,    57.331,    23.391,     5.295,     0.441,  6805.569,   251.451,     0.000,    19.385,  2635.031,     1.000,     5.295,   195.908,   237.218,   289.134,   331.214,     5.617,    -6.387,     0.000,
 40570.711,    58.010,    23.390,     5.289,     0.399,  6813.745,     0.000,     0.000,    19.384,  2635.031,     1.000,     5.289,   -87.914,     0.000,   249.062,   331.188,     7.357,    -1.569,     0.000,
 40570.753,    58.359,    23.393,     5.283,     0.439,  6749.981,     0.000,     0.000,    19.387,  2635.031,     1.000,     5.283,  -101.431,     0.000,   242.966,   331.159,     9.501,     3.737,     0.000,
