$GATE WITHDRAWAL AT SEG76                                    ELEV OF WITHDRAWAL CENTERLINE:7.       

JDAY,T(C)
  40547.5418,  -99.00
  40547.5842,  -99.00
  40547.6250,  -99.00
  40547.6669,  -99.00
  40547.7094,  -99.00
  40547.7500,  -99.00
  40547.7922,  -99.00
  40547.8341,  -99.00
  40547.8750,  -99.00
  40547.9171,  -99.00
  40547.9591,  -99.00
  40548.0000,  -99.00
  40548.0417,  -99.00
  40548.0841,  -99.00
  40548.1250,  -99.00
  40548.1675,  -99.00
  40548.2094,  -99.00
  40548.2500,  -99.00
  40548.2919,  -99.00
  40548.3342,  -99.00
  40548.3750,  -99.00
  40548.4167,  -99.00
  40548.4593,  -99.00
  40548.5000,  -99.00
  40548.5420,  -99.00
  40548.5842,  -99.00
  40548.6250,  -99.00
  40548.6672,  -99.00
  40548.7092,  -99.00
  40548.7500,  -99.00
  40548.7922,  -99.00
  40548.8343,  -99.00
  40548.8750,  -99.00
  40548.9174,  -99.00
  40548.9594,  -99.00
  40549.0000,  -99.00
  40549.0419,  -99.00
  40549.0843,  -99.00
  40549.1250,  -99.00
  40549.1674,  -99.00
  40549.2095,  -99.00
  40549.2500,  -99.00
  40549.2923,  -99.00
  40549.3344,  -99.00
  40549.3750,  -99.00
  40549.4170,  -99.00
  40549.4595,  -99.00
  40549.5000,  -99.00
  40549.5421,  -99.00
  40549.5845,  -99.00
  40549.6250,  -99.00
  40549.6674,  -99.00
  40549.7096,  -99.00
  40549.7500,  -99.00
  40549.7920,  -99.00
  40549.8345,  -99.00
  40549.8750,  -99.00
  40549.9177,  -99.00
  40549.9585,  -99.00
  40550.0000,  -99.00
  40550.0419,  -99.00
  40550.0833,  -99.00
  40550.1250,  -99.00
  40550.1677,  -99.00
  40550.2096,  -99.00
  40550.2500,  -99.00
  40550.2920,  -99.00
  40550.3336,  -99.00
  40550.3750,  -99.00
  40550.4171,  -99.00
  40550.4585,  -99.00
  40550.5000,  -99.00
  40550.5423,  -99.00
  40550.5836,  -99.00
  40550.6250,  -99.00
  40550.6674,  -99.00
  40550.7086,  -99.00
  40550.7500,  -99.00
  40550.7930,  -99.00
  40550.8336,  -99.00
  40550.8750,  -99.00
  40550.9169,  -99.00
  40550.9587,  -99.00
  40551.0000,  -99.00
  40551.0418,  -99.00
  40551.0837,  -99.00
  40551.1250,  -99.00
  40551.1680,  -99.00
  40551.2087,  -99.00
  40551.2500,  -99.00
  40551.2929,  -99.00
  40551.3338,  -99.00
  40551.3750,  -99.00
  40551.4172,  -99.00
  40551.4589,  -99.00
  40551.5000,  -99.00
  40551.5430,  -99.00
  40551.5838,  -99.00
  40551.6250,  -99.00
  40551.6676,  -99.00
  40551.7086,  -99.00
  40551.7500,  -99.00
  40551.7923,  -99.00
  40551.8338,  -99.00
  40551.8750,  -99.00
  40551.9172,  -99.00
  40551.9588,  -99.00
  40552.0000,  -99.00
  40552.0430,  -99.00
  40552.0838,  -99.00
  40552.1250,  -99.00
  40552.1671,  -99.00
  40552.2086,  -99.00
  40552.2500,  -99.00
  40552.2922,  -99.00
  40552.3337,  -99.00
  40552.3750,  -99.00
  40552.4168,  -99.00
  40552.4587,  -99.00
  40552.5000,  -99.00
  40552.5427,  -99.00
  40552.5838,  -99.00
  40552.6250,  -99.00
  40552.6670,  -99.00
  40552.7089,  -99.00
  40552.7500,  -99.00
  40552.7917,  -99.00
  40552.8334,  -99.00
  40552.8750,  -99.00
  40552.9171,  -99.00
  40552.9586,  -99.00
  40553.0000,  -99.00
  40553.0427,  -99.00
  40553.0836,  -99.00
  40553.1250,  -99.00
  40553.1680,  -99.00
  40553.2086,  -99.00
  40553.2500,  -99.00
  40553.2928,  -99.00
  40553.3336,  -99.00
  40553.3750,  -99.00
  40553.4173,  -99.00
  40553.4585,  -99.00
  40553.5000,  -99.00
  40553.5430,  -99.00
  40553.5835,  -99.00
  40553.6250,  -99.00
  40553.6671,  -99.00
  40553.7086,  -99.00
  40553.7500,  -99.00
  40553.7928,  -99.00
  40553.8334,  -99.00
  40553.8750,  -99.00
  40553.9172,  -99.00
  40553.9584,  -99.00
  40554.0000,  -99.00
  40554.0417,  -99.00
  40554.0833,  -99.00
  40554.1250,  -99.00
  40554.1677,  -99.00
  40554.2085,  -99.00
  40554.2500,  -99.00
  40554.2925,  -99.00
  40554.3334,  -99.00
  40554.3750,  -99.00
  40554.4175,  -99.00
  40554.4584,  -99.00
  40554.5000,  -99.00
  40554.5425,  -99.00
  40554.5835,  -99.00
  40554.6250,  -99.00
  40554.6670,  -99.00
  40554.7084,  -99.00
  40554.7500,  -99.00
  40554.7921,  -99.00
  40554.8335,  -99.00
  40554.8750,  -99.00
  40554.9179,  -99.00
  40554.9584,  -99.00
  40555.0000,  -99.00
  40555.0425,  -99.00
  40555.0835,  -99.00
  40555.1250,  -99.00
  40555.1670,  -99.00
  40555.2086,  -99.00
  40555.2500,  -99.00
  40555.2928,  -99.00
  40555.3334,  -99.00
  40555.3750,  -99.00
  40555.4169,  -99.00
  40555.4584,  -99.00
  40555.5000,  -99.00
  40555.5419,  -99.00
  40555.5835,  -99.00
  40555.6250,  -99.00
  40555.6674,  -99.00
  40555.7084,  -99.00
  40555.7500,  -99.00
  40555.7922,  -99.00
  40555.8334,  -99.00
  40555.8750,  -99.00
  40555.9176,  -99.00
  40555.9596,  -99.00
  40556.0000,  -99.00
  40556.0425,  -99.00
  40556.0834,  -99.00
  40556.1250,  -99.00
  40556.1676,  -99.00
  40556.2085,  -99.00
  40556.2500,  -99.00
  40556.2925,  -99.00
  40556.3334,  -99.00
  40556.3750,  -99.00
  40556.4169,  -99.00
  40556.4584,  -99.00
  40556.5000,  -99.00
  40556.5416,  -99.00
  40556.5835,  -99.00
  40556.6250,  -99.00
  40556.6678,  -99.00
  40556.7085,  -99.00
  40556.7500,  -99.00
  40556.7924,  -99.00
  40556.8336,  -99.00
  40556.8750,  -99.00
  40556.9170,  -99.00
  40556.9585,  -99.00
  40557.0000,  -99.00
  40557.0420,  -99.00
  40557.0836,  -99.00
  40557.1250,  -99.00
  40557.1668,  -99.00
  40557.2085,  -99.00
  40557.2500,  -99.00
  40557.2930,  -99.00
  40557.3334,  -99.00
  40557.3750,  -99.00
  40557.4168,  -99.00
  40557.4585,  -99.00
  40557.5000,  -99.00
  40557.5418,  -99.00
  40557.5834,  -99.00
  40557.6250,  -99.00
  40557.6672,  -99.00
  40557.7084,  -99.00
  40557.7500,  -99.00
  40557.7923,  -99.00
  40557.8334,  -99.00
  40557.8750,  -99.00
  40557.9180,  -99.00
  40557.9583,  -99.00
  40558.0000,  -99.00
  40558.0417,  -99.00
  40558.0834,  -99.00
  40558.1250,  -99.00
  40558.1667,  -99.00
  40558.2084,  -99.00
  40558.2500,  -99.00
  40558.2924,  -99.00
  40558.3334,  -99.00
  40558.3750,  -99.00
  40558.4179,  -99.00
  40558.4585,  -99.00
  40558.5000,  -99.00
  40558.5423,  -99.00
  40558.5834,  -99.00
  40558.6250,  -99.00
  40558.6676,  -99.00
  40558.7084,  -99.00
  40558.7500,  -99.00
  40558.7917,  -99.00
  40558.8334,  -99.00
  40558.8750,  -99.00
  40558.9176,  -99.00
  40558.9596,  -99.00
  40559.0000,  -99.00
  40559.0426,  -99.00
  40559.0834,  -99.00
  40559.1250,  -99.00
  40559.1680,  -99.00
  40559.2086,  -99.00
  40559.2500,  -99.00
  40559.2928,  -99.00
  40559.3334,  -99.00
  40559.3750,  -99.00
  40559.4167,  -99.00
  40559.4586,  -99.00
  40559.5000,  -99.00
  40559.5420,  -99.00
  40559.5835,  -99.00
  40559.6250,  -99.00
  40559.6668,  -99.00
  40559.7086,  -99.00
  40559.7500,  -99.00
  40559.7928,  -99.00
  40559.8337,  -99.00
  40559.8750,  -99.00
  40559.9168,  -99.00
  40559.9584,  -99.00
  40560.0000,  -99.00
  40560.0425,  -99.00
  40560.0835,  -99.00
  40560.1250,  -99.00
  40560.1674,  -99.00
  40560.2084,  -99.00
  40560.2500,  -99.00
  40560.2923,  -99.00
  40560.3334,  -99.00
  40560.3750,  -99.00
  40560.4171,  -99.00
  40560.4583,  -99.00
  40560.5000,  -99.00
  40560.5418,  -99.00
  40560.5833,  -99.00
  40560.6250,  -99.00
  40560.6673,  -99.00
  40560.7094,  -99.00
  40560.7500,  -99.00
  40560.7927,  -99.00
  40560.8345,  -99.00
  40560.8750,  -99.00
  40560.9173,  -99.00
  40560.9593,  -99.00
  40561.0000,  -99.00
  40561.0428,  -99.00
  40561.0843,  -99.00
  40561.1250,  -99.00
  40561.1677,  -99.00
  40561.2093,  -99.00
  40561.2500,  -99.00
  40561.2917,  -99.00
  40561.3342,  -99.00
  40561.3750,  -99.00
  40561.4175,  -99.00
  40561.4592,  -99.00
  40561.5000,  -99.00
  40561.5423,  -99.00
  40561.5840,  -99.00
  40561.6250,  -99.00
  40561.6670,  -99.00
  40561.7089,  -99.00
  40561.7500,  -99.00
  40561.7918,  -99.00
  40561.8339,  -99.00
  40561.8750,  -99.00
  40561.9167,  -99.00
  40561.9589,  -99.00
  40562.0000,  -99.00
  40562.0422,  -99.00
  40562.0838,  -99.00
  40562.1250,  -99.00
  40562.1674,  -99.00
  40562.2088,  -99.00
  40562.2500,  -99.00
  40562.2917,  -99.00
  40562.3337,  -99.00
  40562.3750,  -99.00
  40562.4175,  -99.00
  40562.4584,  -99.00
  40562.5000,  -99.00
  40562.5423,  -99.00
  40562.5840,  -99.00
  40562.6250,  -99.00
  40562.6673,  -99.00
  40562.7091,  -99.00
  40562.7500,  -99.00
  40562.7918,  -99.00
  40562.8340,  -99.00
  40562.8750,  -99.00
  40562.9171,  -99.00
  40562.9589,  -99.00
  40563.0000,  -99.00
  40563.0417,  -99.00
  40563.0839,  -99.00
  40563.1250,  -99.00
  40563.1671,  -99.00
  40563.2083,  -99.00
  40563.2500,  -99.00
  40563.2922,  -99.00
  40563.3333,  -99.00
  40563.3750,  -99.00
  40563.4171,  -99.00
  40563.4583,  -99.00
  40563.5000,  -99.00
  40563.5421,  -99.00
  40563.5833,  -99.00
  40563.6250,  -99.00
  40563.6666,  -99.00
  40563.7084,  -99.00
  40563.7500,  -99.00
  40563.7917,  -99.00
  40563.8334,  -99.00
  40563.8750,  -99.00
  40563.9173,  -99.00
  40563.9585,  -99.00
  40564.0000,  -99.00
  40564.0423,  -99.00
  40564.0833,  -99.00
  40564.1250,  -99.00
  40564.1670,  -99.00
  40564.2085,  -99.00
  40564.2500,  -99.00
  40564.2920,  -99.00
  40564.3335,  -99.00
  40564.3750,  -99.00
  40564.4169,  -99.00
  40564.4585,  -99.00
  40564.5000,  -99.00
  40564.5418,  -99.00
  40564.5836,  -99.00
  40564.6250,  -99.00
  40564.6668,  -99.00
  40564.7086,  -99.00
  40564.7500,  -99.00
  40564.7922,  -99.00
  40564.8336,  -99.00
  40564.8750,  -99.00
  40564.9172,  -99.00
  40564.9586,  -99.00
  40565.0000,  -99.00
  40565.0421,  -99.00
  40565.0836,  -99.00
  40565.1250,  -99.00
  40565.1667,  -99.00
  40565.2086,  -99.00
  40565.2500,  -99.00
  40565.2918,  -99.00
  40565.3336,  -99.00
  40565.3750,  -99.00
  40565.4172,  -99.00
  40565.4585,  -99.00
  40565.5000,  -99.00
  40565.5423,  -99.00
  40565.5836,  -99.00
  40565.6250,  -99.00
  40565.6667,  -99.00
  40565.7085,  -99.00
  40565.7500,  -99.00
  40565.7921,  -99.00
  40565.8335,  -99.00
  40565.8750,  -99.00
  40565.9173,  -99.00
  40565.9585,  -99.00
  40566.0000,  -99.00
  40566.0418,  -99.00
  40566.0834,  -99.00
  40566.1250,  -99.00
  40566.1672,  -99.00
  40566.2085,  -99.00
  40566.2500,  -99.00
  40566.2919,  -99.00
  40566.3334,  -99.00
  40566.3750,  -99.00
  40566.4171,  -99.00
  40566.4585,  -99.00
  40566.5000,  -99.00
  40566.5423,  -99.00
  40566.5834,  -99.00
  40566.6250,  -99.00
  40566.6669,  -99.00
  40566.7084,  -99.00
  40566.7500,  -99.00
  40566.7922,  -99.00
  40566.8334,  -99.00
  40566.8750,  -99.00
  40566.9169,  -99.00
  40566.9584,  -99.00
  40567.0000,  -99.00
  40567.0423,    4.13
  40567.0834,    4.12
  40567.1250,    4.12
  40567.1670,    4.11
  40567.2084,    4.11
  40567.2500,    4.10
  40567.2919,    4.08
  40567.3334,    4.07
  40567.3750,    4.05
  40567.4169,    4.03
  40567.4584,    4.01
  40567.5000,    3.99
  40567.5419,    3.97
  40567.5834,    3.95
  40567.6250,    3.94
  40567.6668,    3.92
  40567.7084,    3.91
  40567.7500,    3.91
  40567.7918,    3.91
  40567.8334,    3.92
  40567.8750,    3.94
  40567.9167,    3.97
  40567.9583,    4.00
  40568.0000,    4.04
  40568.0423,    4.09
  40568.0833,    4.13
  40568.1250,    4.18
  40568.1671,    4.22
  40568.2083,    4.25
  40568.2500,    4.27
  40568.2920,    4.27
  40568.3333,    4.27
  40568.3750,    4.27
  40568.4168,    4.25
  40568.4583,    4.23
  40568.5000,    4.22
  40568.5417,    4.21
  40568.5833,    4.22
  40568.6250,    4.22
  40568.6672,    4.24
  40568.7083,    4.27
  40568.7500,    4.30
  40568.7921,    4.34
  40568.8333,    4.37
  40568.8750,    4.41
  40568.9176,    4.45
  40568.9590,    4.48
  40569.0000,    4.52
  40569.0422,  -99.00
  40569.0833,  -99.00
  40569.1250,  -99.00
  40569.1671,  -99.00
  40569.2083,  -99.00
  40569.2500,  -99.00
  40569.2919,  -99.00
  40569.3334,  -99.00
  40569.3750,  -99.00
  40569.4171,  -99.00
  40569.4583,  -99.00
  40569.5000,  -99.00
  40569.5419,  -99.00
  40569.5834,  -99.00
  40569.6250,  -99.00
  40569.6673,  -99.00
  40569.7084,  -99.00
  40569.7500,  -99.00
  40569.7921,  -99.00
  40569.8334,  -99.00
  40569.8750,  -99.00
  40569.9167,  -99.00
  40569.9584,  -99.00
  40570.0000,  -99.00
  40570.0422,  -99.00
  40570.0834,  -99.00
  40570.1250,  -99.00
  40570.1667,  -99.00
  40570.2084,  -99.00
  40570.2500,  -99.00
  40570.2920,  -99.00
  40570.3334,  -99.00
  40570.3750,  -99.00
  40570.4173,  -99.00
  40570.4584,  -99.00
  40570.5000,  -99.00
  40570.5419,  -99.00
  40570.5834,  -99.00
  40570.6250,  -99.00
  40570.6672,  -99.00
  40570.7083,  -99.00
  40570.7500,  -99.00
  40570.7918,  -99.00
  40570.8333,  -99.00
  40570.8750,  -99.00
  40570.9171,  -99.00
  40570.9583,  -99.00
  40571.0000,  -99.00
  40571.0417,  -99.00
  40571.0839,  -99.00
  40571.1250,  -99.00
  40571.1670,  -99.00
  40571.2089,  -99.00
  40571.2500,  -99.00
  40571.2918,  -99.00
  40571.3333,  -99.00
  40571.3750,  -99.00
  40571.4170,  -99.00
  40571.4583,  -99.00
  40571.5000,  -99.00
  40571.5417,  -99.00
  40571.5839,  -99.00
  40571.6250,  -99.00
  40571.6672,  -99.00
  40571.7089,  -99.00
  40571.7500,  -99.00
  40571.7920,  -99.00
  40571.8339,  -99.00
  40571.8750,  -99.00
  40571.9172,  -99.00
  40571.9583,  -99.00
  40572.0000,  -99.00
  40572.0421,  -99.00
  40572.0839,  -99.00
  40572.1250,  -99.00
  40572.1671,  -99.00
  40572.2089,  -99.00
  40572.2500,  -99.00
  40572.2919,  -99.00
  40572.3333,  -99.00
  40572.3750,  -99.00
  40572.4170,  -99.00
  40572.4583,  -99.00
  40572.5000,  -99.00
  40572.5420,  -99.00
  40572.5833,  -99.00
  40572.6250,  -99.00
  40572.6670,  -99.00
  40572.7083,  -99.00
  40572.7500,  -99.00
  40572.7920,  -99.00
  40572.8333,  -99.00
  40572.8750,  -99.00
  40572.9170,  -99.00
  40572.9584,  -99.00
  40573.0000,  -99.00
  40573.0420,  -99.00
  40573.0834,  -99.00
  40573.1250,  -99.00
  40573.1671,  -99.00
  40573.2085,  -99.00
  40573.2500,  -99.00
  40573.2920,  -99.00
  40573.3335,  -99.00
  40573.3750,  -99.00
  40573.4169,  -99.00
  40573.4585,  -99.00
  40573.5000,  -99.00
  40573.5418,  -99.00
  40573.5835,  -99.00
  40573.6250,  -99.00
  40573.6669,  -99.00
  40573.7086,  -99.00
  40573.7500,  -99.00
  40573.7920,  -99.00
  40573.8336,  -99.00
  40573.8750,  -99.00
  40573.9171,  -99.00
  40573.9586,  -99.00
  40574.0000,  -99.00
  40574.0418,  -99.00
  40574.0836,  -99.00
  40574.1250,  -99.00
  40574.1672,  -99.00
  40574.2085,  -99.00
  40574.2500,  -99.00
  40574.2923,  -99.00
  40574.3336,  -99.00
  40574.3750,  -99.00
  40574.4168,  -99.00
  40574.4585,  -99.00
  40574.5000,  -99.00
  40574.5421,  -99.00
  40574.5835,  -99.00
  40574.6250,  -99.00
  40574.6673,  -99.00
  40574.7085,  -99.00
  40574.7500,  -99.00
  40574.7918,  -99.00
  40574.8335,  -99.00
  40574.8750,  -99.00
